ID,Local,Visitante,Liga,Temporada,Fecha-hora,Árbitro,Estadio,Sistema_Local,Sistema_Visitante,Goles_Local,Goles_Visitante,Goles_1er_tiempo_Local,Goles_1er_tiempo_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_Local,Remates_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Tiros_dentro_del_área_Local,Tiros_dentro_del_área_Visitante,Tiros_desde_fuera_del_área_Local,Tiros_desde_fuera_del_área_Visitante,Faltas_Local,Faltas_Visitante,Córneres_Local,Córneres_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Posesión_de_balón_(por)_Local,Posesión_de_balón_(por)_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,Paradas_Local,Paradas_Visitante,Pases_totales_Local,Pases_totales_Visitante,Pases_acierte_Local,Pases_acierte_Visitante,Pases_acierte_(por)_Local,Pases_acierte_(por)_Visitante,
473360,Eibar,Celta de Vigo,PrimeraDivision(España),2020/2021,12 Septiembre 2020 - 14:00,Valentin Pizarro Gomez - Spain,Estadio Municipal de Ipurúa,4-4-2,4-3-3,0,0,0,0,1,1,5,3,7,4,1,0,3,4,4,0,11,8,2,3,1,4,49,51,2,1,0,0,1,1,237,249,136,143,57,57,
473359,Granada,Athletic Bilbao,PrimeraDivision(España),2020/2021,12 Septiembre 2020 - 16:30,Antonio Mateu - Spain,Estadio Nuevo Los Cármenes,4-2-3-1,4-2-3-1,2,0,0,0,2,2,2,7,4,9,0,0,2,7,2,2,8,10,1,2,5,0,40,60,3,4,0,0,2,0,320,442,224,341,70,77,
473361,Cádiz,Osasuna,PrimeraDivision(España),2020/2021,12 Septiembre 2020 - 19:00,Isidro Diaz de Mera Escuderos - Spain,Estadio Ramón de Carranza,4-2-3-1,4-4-2,0,2,0,1,3,4,6,2,11,6,2,0,5,4,6,2,12,18,6,2,2,0,52,48,1,2,0,0,2,3,322,302,218,182,68,60,
473367,Deportivo Alavés,Real Betis,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 12:00,Pablo Gonzales Fuertes - Spain,Estadio de Mendizorroza,3-1-4-2,4-2-3-1,0,1,0,0,2,4,3,5,7,11,2,2,6,4,1,7,18,17,6,4,8,3,41,59,3,3,0,0,3,2,289,422,222,330,77,78,
473362,Real Valladolid,Real Sociedad,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 14:00,Mario Melero Lopez - Spain,Estadio Municipal José Zorrilla,4-2-3-1,4-1-4-1,1,1,1,0,3,2,5,6,8,8,0,0,8,4,0,4,13,16,5,2,1,1,38,62,4,1,0,0,1,1,227,364,153,282,67,77,
473363,FC Barcelona,Elche,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473364,Real Madrid,Getafe,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473365,Villarreal,Huesca,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 16:30,Javier Estrada Fernandez - Spain,Estadio de la Cerámica,4-4-1-1,4-2-3-1,1,1,0,1,3,2,5,3,10,7,2,2,7,4,3,3,9,15,4,4,4,3,63,37,1,0,0,0,1,2,434,244,374,185,86,76,
473366,Valencia,Levante,PrimeraDivision(España),2020/2021,13 Septiembre 2020 - 19:00,Jose Maria Sanchez Martinez - Spain,Estadio de Mestalla,4-4-2,4-4-2,4,2,2,2,6,8,3,9,11,19,2,2,6,12,5,7,8,12,3,3,4,1,44,56,0,2,0,0,6,3,357,438,289,376,81,86,
473369,Villarreal,Eibar,PrimeraDivision(España),2020/2021,19 Septiembre 2020 - 14:00,Jorge Figueroa Vazquez - Spain,Estadio de la Cerámica,4-4-2,4-3-3,2,1,0,0,7,4,6,5,13,10,0,1,11,6,2,4,5,12,4,2,9,5,58,42,1,1,0,0,3,3,428,294,334,208,78,71,
473368,Getafe,Osasuna,PrimeraDivision(España),2020/2021,19 Septiembre 2020 - 16:30,Alejandro Hernandez - Spain,Coliseum Alfonso Pérez,4-4-2,4-4-2,1,0,0,0,1,3,4,6,7,10,2,1,5,3,2,7,19,13,4,1,2,3,55,45,4,2,0,0,3,1,420,349,273,197,65,56,
473370,Celta de Vigo,Valencia,PrimeraDivision(España),2020/2021,19 Septiembre 2020 - 19:00,Jesus Gil Manzano - Spain,Abanca-Balaídos,4-4-2,4-4-2,2,1,1,0,6,3,10,3,23,8,7,2,14,4,9,4,12,13,6,5,2,0,51,49,2,1,0,0,2,4,428,395,352,323,82,82,
473371,Huesca,Cádiz,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 14:00,Cesar Soto Grado - Spain,Estadio El Alcoraz,4-2-3-1,4-2-3-1,0,2,0,1,0,4,2,2,3,6,1,0,2,3,1,3,18,22,2,0,4,0,70,30,3,3,0,0,2,0,570,229,490,146,86,64,
473372,Levante,Atlético Madrid,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473373,Sevilla,Elche,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 15:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473374,Granada,Deportivo Alavés,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 16:30,Carlos Del Cerro Grande - Spain,Estadio Nuevo Los Cármenes,4-2-3-1,3-5-2,2,1,1,1,3,3,5,0,10,5,2,2,8,2,2,3,9,12,4,4,5,0,56,44,0,3,0,0,2,1,366,284,280,195,77,69,
473376,Real Betis,Real Valladolid,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 16:30,Santiago Jaime Latre - Spain,Estadio Benito Villamarín,4-2-3-1,4-2-3-1,2,0,2,0,6,2,6,2,16,8,4,4,10,5,6,3,18,10,5,2,1,4,56,44,3,0,0,0,2,4,511,385,417,293,82,76,
473375,Real Sociedad,Real Madrid,PrimeraDivision(España),2020/2021,20 Septiembre 2020 - 19:00,Juan Martinez Munuera - Spain,Reale Arena,4-4-2,4-2-3-1,0,0,0,0,1,4,4,5,6,16,1,7,5,8,1,8,17,12,1,11,2,3,32,68,2,2,0,0,4,1,329,694,251,619,76,89,
473377,Deportivo Alavés,Getafe,PrimeraDivision(España),2020/2021,26 Septiembre 2020 - 11:00,Javier Alberola Rojas - Spain,Estadio de Mendizorroza,4-4-2,4-4-2,0,0,0,0,0,3,8,6,9,10,1,1,5,8,4,2,12,13,1,5,2,3,46,54,2,2,0,0,3,0,312,346,172,225,55,65,
473385,Valencia,Huesca,PrimeraDivision(España),2020/2021,26 Septiembre 2020 - 14:00,Jose Luis Munuera Montero - Spain,Estadio de Mestalla,4-4-2,4-2-3-1,1,1,1,0,2,4,1,9,4,17,1,4,2,10,2,7,14,20,3,4,2,3,47,53,0,1,0,0,3,1,361,396,277,328,77,83,
473383,Elche,Real Sociedad,PrimeraDivision(España),2020/2021,26 Septiembre 2020 - 16:30,Isidro Diaz de Mera Escuderos - Spain,Estadio Manuel Martínez Valero,5-4-1,4-1-4-1,0,3,0,0,2,7,2,7,4,27,0,13,2,20,2,7,11,12,2,11,1,2,39,61,3,1,0,0,4,2,336,494,258,426,77,86,
473380,Real Betis,Real Madrid,PrimeraDivision(España),2020/2021,26 Septiembre 2020 - 19:00,Ricardo De Burgos Bengoetxea - Spain,Estadio Benito Villamarín,4-2-3-1,4-3-1-2,2,3,2,1,5,4,5,7,15,11,5,0,10,10,5,1,9,10,8,3,1,8,45,55,5,2,1,0,2,3,453,538,371,465,82,86,
473384,Osasuna,Levante,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 10:00,Mario Melero Lopez - Spain,Estadio El Sadar,4-4-2,4-4-2,1,3,1,1,4,5,4,5,8,11,0,1,4,9,4,2,15,16,3,8,2,7,40,60,2,0,0,0,2,2,287,431,178,313,62,73,
473382,Eibar,Athletic Bilbao,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 12:00,Adrian Cordero Vega - Spain,Estadio Municipal de Ipurúa,4-3-3,4-2-3-1,1,2,0,1,1,5,6,3,7,9,0,1,3,7,4,2,15,12,5,4,5,4,49,51,1,0,0,0,3,0,327,354,205,222,63,63,
473378,Atlético Madrid,Granada,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 14:00,Javier Estrada Fernandez - Spain,Estadio Wanda Metropolitano,4-4-2,4-2-3-1,6,1,1,0,10,6,7,3,17,11,0,2,15,7,2,4,16,14,1,1,2,0,54,46,3,1,0,0,6,4,509,409,426,306,84,75,
473381,Cádiz,Sevilla,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 16:30,David Medié,Estadio Ramón de Carranza,-,-,1,3,0,0,5,4,6,7,12,13,1,2,6,11,6,2,9,14,6,5,0,3,24,76,3,2,0,0,2,4,207,701,129,638,62,91,
473386,Real Valladolid,Celta de Vigo,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 16:30,José Sánchez,Estadio Municipal José Zorrilla,-,-,1,1,0,1,4,1,5,3,10,5,1,1,6,3,4,2,25,18,4,1,2,2,53,47,3,4,0,0,0,3,352,322,261,229,74,71,
473379,FC Barcelona,Villarreal,PrimeraDivision(España),2020/2021,27 Septiembre 2020 - 19:00,Guillermo Cuadra Fernandez - Spain,Camp Nou,4-2-3-1,4-4-2,4,0,4,0,9,1,3,3,17,6,5,2,15,6,2,0,9,9,8,4,1,4,56,44,0,1,0,0,1,6,681,518,608,438,89,85,
473394,Real Sociedad,Valencia,PrimeraDivision(España),2020/2021,29 Septiembre 2020 - 17:00,Jorge Figueroa Vazquez - Spain,Reale Arena,4-1-4-1,4-4-2,0,1,0,0,3,5,5,1,11,9,3,3,5,4,6,5,16,15,9,3,1,4,65,35,1,5,0,0,4,3,522,273,434,195,83,71,
473390,Getafe,Real Betis,PrimeraDivision(España),2020/2021,29 Septiembre 2020 - 19:30,Juan Martinez Munuera - Spain,Coliseum Alfonso Pérez,4-4-2,4-2-3-1,3,0,3,0,4,2,1,4,8,10,3,4,6,4,2,6,14,16,1,4,3,1,30,70,4,4,0,1,2,1,265,622,155,523,58,84,
473392,Huesca,Atlético Madrid,PrimeraDivision(España),2020/2021,30 Septiembre 2020 - 17:00,Adrian Cordero Vega - Spain,Estadio El Alcoraz,4-3-3,4-4-2,0,0,0,0,3,1,4,7,9,14,2,6,5,8,4,6,13,10,5,7,1,2,36,64,1,0,0,0,2,3,352,619,269,535,76,86,
473396,Villarreal,Deportivo Alavés,PrimeraDivision(España),2020/2021,30 Septiembre 2020 - 17:00,David Medie Jimenez - Spain,Estadio de la Cerámica,4-1-4-1,4-4-2,3,1,2,1,6,3,4,5,10,8,0,0,7,7,3,1,11,13,2,0,4,2,58,42,0,2,0,0,2,2,549,378,458,285,83,75,
473389,Eibar,Elche,PrimeraDivision(España),2020/2021,30 Septiembre 2020 - 19:30,Santiago Jaime Latre - Spain,Estadio Municipal de Ipurúa,4-4-2,3-4-2-1,0,1,0,1,4,2,7,1,12,5,1,2,6,5,6,0,9,14,3,2,0,1,61,39,2,2,0,0,1,4,492,327,413,218,84,67,
473393,Real Madrid,Real Valladolid,PrimeraDivision(España),2020/2021,30 Septiembre 2020 - 19:30,Cesar Soto Grado - Spain,Estadio Alfredo Di Stéfano,4-3-1-2,4-2-3-1,1,0,0,0,5,5,6,6,15,11,4,0,12,6,3,5,11,7,4,7,2,1,62,38,2,1,0,0,5,4,576,323,500,255,87,79,
473387,Athletic Bilbao,Cádiz,PrimeraDivision(España),2020/2021,1 Octubre 2020 - 17:00,Pablo Gonzales Fuertes - Spain,San Mamés Barria,4-2-3-1,4-4-1-1,0,1,0,0,4,1,7,2,13,3,2,0,6,2,7,1,15,15,6,2,6,2,72,28,3,5,0,2,1,4,526,212,439,126,83,59,
473395,Sevilla,Levante,PrimeraDivision(España),2020/2021,1 Octubre 2020 - 17:00,Javier Estrada Fernandez - Spain,Estadio Ramón Sánchez Pizjuán,4-3-3,4-4-2,1,0,0,0,2,1,11,2,16,3,3,0,10,1,6,2,14,17,2,4,1,1,65,35,5,2,0,0,1,1,570,306,503,232,88,76,
473388,Celta de Vigo,FC Barcelona,PrimeraDivision(España),2020/2021,1 Octubre 2020 - 19:30,Carlos Del Cerro Grande - Spain,Abanca-Balaídos,5-3-2,4-2-3-1,0,3,0,1,3,4,2,2,10,7,5,1,6,4,4,3,22,10,3,7,1,2,43,57,5,5,0,1,2,3,424,556,344,475,81,85,
473391,Granada,Osasuna,PrimeraDivision(España),2020/2021,1 Octubre 2020 - 19:30,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473406,Real Valladolid,Eibar,PrimeraDivision(España),2020/2021,3 Octubre 2020 - 11:00,Isidro Diaz de Mera Escuderos - Spain,Estadio Municipal José Zorrilla,4-4-2,4-2-3-1,1,2,1,1,3,5,3,5,8,11,2,1,5,5,3,6,11,21,3,4,2,1,52,48,2,2,0,1,3,2,344,301,235,195,68,65,
473398,Atlético Madrid,Villarreal,PrimeraDivision(España),2020/2021,3 Octubre 2020 - 14:00,Alejandro Hernandez - Spain,Estadio Wanda Metropolitano,4-4-2,4-1-4-1,0,0,0,0,1,2,7,4,13,6,5,0,6,3,7,3,11,7,9,1,3,0,53,47,1,2,0,0,2,1,581,507,508,430,87,85,
473401,Elche,Huesca,PrimeraDivision(España),2020/2021,3 Octubre 2020 - 16:30,Mario Melero Lopez - Spain,Estadio Manuel Martínez Valero,3-4-2-1,4-4-2,0,0,0,0,0,4,2,10,2,18,0,4,2,12,0,6,8,26,0,5,3,2,51,49,0,2,0,0,4,0,506,473,420,408,83,86,
473404,Real Sociedad,Getafe,PrimeraDivision(España),2020/2021,3 Octubre 2020 - 16:30,Antonio Mateu - Spain,Reale Arena,4-1-4-1,4-4-2,3,0,1,0,6,1,2,2,11,5,3,2,9,2,2,3,21,13,5,4,4,3,53,47,3,3,0,0,1,3,385,335,265,214,69,64,
473405,Valencia,Real Betis,PrimeraDivision(España),2020/2021,3 Octubre 2020 - 19:00,Guillermo Cuadra Fernandez - Spain,Estadio de Mestalla,4-4-2,4-2-3-1,0,2,0,1,2,8,1,6,5,16,2,2,2,11,3,5,11,14,4,7,5,0,46,54,2,2,0,0,6,2,409,454,331,379,81,83,
473403,Osasuna,Celta de Vigo,PrimeraDivision(España),2020/2021,4 Octubre 2020 - 10:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473397,Deportivo Alavés,Athletic Bilbao,PrimeraDivision(España),2020/2021,4 Octubre 2020 - 12:00,Jose Maria Sanchez Martinez - Spain,Estadio de Mendizorroza,3-5-2,4-2-3-1,1,0,0,0,3,1,4,6,8,7,1,0,6,5,2,2,21,17,0,7,2,3,41,59,2,3,1,0,0,2,299,428,198,316,66,74,
473402,Levante,Real Madrid,PrimeraDivision(España),2020/2021,4 Octubre 2020 - 14:00,Jose Luis Munuera Montero - Spain,Estadio de la Cerámica,4-4-2,4-3-3,0,2,0,1,4,3,6,6,11,13,1,4,6,7,5,6,14,8,4,6,3,1,44,56,2,1,0,0,1,4,421,514,342,434,81,84,
473400,Cádiz,Granada,PrimeraDivision(España),2020/2021,4 Octubre 2020 - 16:30,Javier Alberola Rojas - Spain,Estadio Ramón de Carranza,4-4-2,4-2-3-1,1,1,0,1,4,5,6,4,14,13,4,4,7,5,7,8,16,16,2,5,0,1,41,59,2,2,0,0,4,3,303,429,222,338,73,79,
473399,FC Barcelona,Sevilla,PrimeraDivision(España),2020/2021,4 Octubre 2020 - 19:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473413,Granada,Sevilla,PrimeraDivision(España),2020/2021,17 Octubre 2020 - 11:00,Pablo Gonzales Fuertes - Spain,Estadio Nuevo Los Cármenes,4-1-4-1,4-3-3,1,0,0,0,4,2,2,3,13,7,7,2,7,4,6,3,13,10,4,1,2,0,51,49,3,3,0,1,2,2,349,347,282,280,81,81,
473410,Celta de Vigo,Atlético Madrid,PrimeraDivision(España),2020/2021,17 Octubre 2020 - 14:00,Juan Martinez Munuera - Spain,Abanca-Balaídos,5-3-2,4-4-2,0,2,0,1,5,4,8,4,15,9,2,1,13,7,2,2,16,18,8,4,1,0,52,48,3,4,0,0,2,5,479,449,381,361,80,80,
473415,Real Madrid,Cádiz,PrimeraDivision(España),2020/2021,17 Octubre 2020 - 16:30,Santiago Jaime Latre - Spain,Estadio Alfredo Di Stéfano,4-3-3,4-4-2,0,1,0,1,1,5,7,9,12,14,4,0,7,11,5,3,6,5,4,11,5,1,74,26,1,0,0,0,3,1,594,186,520,108,88,58,
473412,Getafe,FC Barcelona,PrimeraDivision(España),2020/2021,17 Octubre 2020 - 19:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473411,Eibar,Osasuna,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 10:00,David Medie Jimenez - Spain,Estadio Municipal de Ipurúa,4-4-2,4-4-2,0,0,0,0,5,2,1,4,9,8,3,2,5,6,4,2,13,12,6,7,1,2,52,48,2,2,0,0,2,5,346,321,219,197,63,61,
473408,Athletic Bilbao,Levante,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 12:00,Javier Alberola Rojas - Spain,San Mamés Barria,4-2-3-1,4-4-2,2,0,0,0,4,1,5,3,12,5,3,1,10,4,2,1,9,6,9,2,3,2,54,46,3,1,0,0,1,1,341,292,272,221,80,76,
473416,Villarreal,Valencia,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 14:00,Carlos Del Cerro Grande - Spain,Estadio de la Cerámica,4-1-4-1,4-4-2,2,1,1,1,6,3,7,5,16,11,3,3,6,3,10,8,13,8,3,7,0,2,62,38,4,1,1,0,2,4,597,340,534,284,89,84,
473407,Deportivo Alavés,Elche,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 16:30,Adrian Cordero Vega - Spain,Estadio de Mendizorroza,3-4-1-2,3-4-2-1,0,2,0,1,2,3,7,1,13,7,4,3,9,5,4,2,11,10,2,6,4,4,46,54,2,5,0,0,1,2,380,463,317,380,83,82,
473414,Huesca,Real Valladolid,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 16:30,Jorge Figueroa Vazquez - Spain,Estadio El Alcoraz,4-2-3-1,4-2-3-1,2,2,0,1,7,3,3,1,12,5,2,1,9,3,3,2,14,24,3,1,1,2,66,34,1,2,0,0,1,5,565,296,469,196,83,66,
473409,Real Betis,Real Sociedad,PrimeraDivision(España),2020/2021,18 Octubre 2020 - 19:00,Javier Estrada Fernandez - Spain,Estadio Benito Villamarín,4-2-3-1,4-1-4-1,0,3,0,1,1,5,4,2,7,8,2,1,4,7,3,1,11,18,6,2,2,9,55,45,2,1,0,0,2,1,501,403,391,292,78,72,
473420,Elche,Valencia,PrimeraDivision(España),2020/2021,23 Octubre 2020 - 19:00,Cesar Soto Grado - Spain,Estadio Manuel Martínez Valero,3-4-2-1,4-4-2,2,1,2,0,2,4,0,6,3,14,1,4,2,7,1,7,15,8,0,7,1,4,46,54,3,2,0,0,2,0,455,512,377,444,83,87,
473418,FC Barcelona,Real Madrid,PrimeraDivision(España),2020/2021,24 Octubre 2020 - 14:00,Juan Martinez Munuera - Spain,Camp Nou,4-4-2,4-3-3,1,3,1,1,4,9,2,4,10,15,4,2,6,13,4,2,11,12,7,7,0,1,53,47,3,2,0,0,6,3,582,508,516,446,89,88,
473423,Osasuna,Athletic Bilbao,PrimeraDivision(España),2020/2021,24 Octubre 2020 - 16:30,Guillermo Cuadra Fernandez - Spain,Estadio El Sadar,4-4-2,4-2-3-1,1,0,0,0,2,4,3,3,7,11,2,4,3,6,4,5,15,10,2,5,0,4,40,60,3,2,0,0,4,1,305,465,209,352,69,76,
473425,Sevilla,Eibar,PrimeraDivision(España),2020/2021,24 Octubre 2020 - 16:30,Alejandro Hernandez - Spain,Estadio Ramón Sánchez Pizjuán,4-3-3,4-4-2,0,1,0,1,2,1,11,1,17,3,4,1,9,2,8,1,10,12,12,3,2,0,71,29,0,3,0,0,0,2,614,252,531,176,86,70,
473417,Atlético Madrid,Real Betis,PrimeraDivision(España),2020/2021,24 Octubre 2020 - 19:00,Antonio Mateu - Spain,Estadio Wanda Metropolitano,4-4-2,4-2-3-1,2,0,0,0,6,3,6,3,13,12,1,6,7,5,6,7,19,12,8,5,3,1,40,60,2,0,0,1,3,4,382,560,289,487,76,87,
473426,Real Valladolid,Deportivo Alavés,PrimeraDivision(España),2020/2021,25 Octubre 2020 - 13:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473419,Cádiz,Villarreal,PrimeraDivision(España),2020/2021,25 Octubre 2020 - 15:00,Ricardo De Burgos Bengoetxea - Spain,Estadio Ramón de Carranza,4-4-2,4-3-3,0,0,0,0,0,2,4,3,5,7,1,2,3,3,2,4,13,7,0,5,1,3,22,78,1,1,0,0,2,0,206,740,133,657,65,89,
473421,Getafe,Granada,PrimeraDivision(España),2020/2021,25 Octubre 2020 - 17:30,Jesus Gil Manzano - Spain,Coliseum Alfonso Pérez,4-4-2,4-1-4-1,0,1,0,1,1,2,3,2,10,5,6,1,5,2,5,3,19,23,6,1,3,1,65,35,4,2,0,0,1,1,349,201,241,88,69,44,
473424,Real Sociedad,Huesca,PrimeraDivision(España),2020/2021,25 Octubre 2020 - 20:00,Isidro Diaz de Mera Escuderos - Spain,Reale Arena,4-1-4-1,4-4-2,4,1,1,0,6,3,5,0,12,5,1,2,10,3,2,2,12,11,1,3,1,6,54,46,2,1,0,0,2,2,414,354,332,268,80,76,
473422,Levante,Celta de Vigo,PrimeraDivision(España),2020/2021,26 Octubre 2020 - 20:00,Mario Melero Lopez - Spain,Estadio de la Cerámica,4-4-2,5-3-2,1,1,0,0,3,3,4,2,10,9,3,4,4,5,6,4,11,19,3,1,5,0,59,41,2,2,0,0,2,2,504,337,406,238,81,71,
473431,Eibar,Cádiz,PrimeraDivision(España),2020/2021,30 Octubre 2020 - 20:00,Antonio Mateu - Spain,Estadio Municipal de Ipurúa,4-2-3-1,4-4-2,0,2,0,2,3,4,3,2,6,6,0,0,4,3,2,3,7,9,5,1,1,2,74,26,1,1,0,0,2,3,527,184,435,87,83,47,
473434,Real Madrid,Huesca,PrimeraDivision(España),2020/2021,31 Octubre 2020 - 13:00,Pablo Gonzales Fuertes - Spain,Estadio Alfredo Di Stéfano,4-3-3,4-4-2,4,1,2,0,6,2,3,6,11,9,2,1,8,4,3,5,16,8,5,3,2,1,59,41,0,2,0,0,1,2,660,442,590,378,89,86,
473428,Athletic Bilbao,Sevilla,PrimeraDivision(España),2020/2021,31 Octubre 2020 - 15:15,Carlos Del Cerro Grande - Spain,San Mamés Barria,4-2-3-1,4-3-3,2,1,0,1,5,3,4,3,16,7,7,1,11,6,5,1,17,19,6,1,0,1,46,54,5,5,0,0,1,3,350,425,271,352,77,83,
473433,Osasuna,Atlético Madrid,PrimeraDivision(España),2020/2021,31 Octubre 2020 - 17:30,Javier Estrada Fernandez - Spain,Estadio El Sadar,4-4-2,4-4-2,1,3,0,1,3,6,4,4,8,11,1,1,5,8,3,3,12,10,3,2,0,2,44,56,1,2,0,0,3,2,443,567,320,457,72,81,
473427,Deportivo Alavés,FC Barcelona,PrimeraDivision(España),2020/2021,31 Octubre 2020 - 20:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
473429,Real Betis,Elche,PrimeraDivision(España),2020/2021,1 Noviembre 2020 - 13:00,David Medie Jimenez - Spain,Estadio Benito Villamarín,4-3-3,5-3-2,3,1,2,0,10,2,5,2,17,4,2,0,12,3,5,1,13,12,1,1,0,4,59,41,2,1,0,0,1,7,655,434,591,378,90,87,
473430,Celta de Vigo,Real Sociedad,PrimeraDivision(España),2020/2021,1 Noviembre 2020 - 15:00,Adrian Cordero Vega - Spain,Abanca-Balaídos,4-4-2,4-4-1-1,1,4,0,2,2,7,5,1,9,9,2,1,7,7,2,2,19,16,2,3,2,2,45,55,2,5,1,0,3,1,399,477,309,392,77,82,
473432,Granada,Levante,PrimeraDivision(España),2020/2021,1 Noviembre 2020 - 17:30,Santiago Jaime Latre - Spain,Estadio Nuevo Los Cármenes,4-2-3-1,4-4-2,1,1,1,1,2,4,3,9,5,19,0,6,3,8,2,11,7,13,2,8,3,0,28,72,2,3,1,0,3,1,196,481,124,410,63,85,
473435,Valencia,Getafe,PrimeraDivision(España),2020/2021,1 Noviembre 2020 - 20:00,Jorge Figueroa Vazquez - Spain,Estadio de Mestalla,4-4-2,4-4-2,2,2,1,0,6,5,5,8,11,16,0,3,6,12,5,4,19,25,0,3,6,2,39,61,8,5,1,1,3,3,293,430,193,331,66,77,
473436,Villarreal,Real Valladolid,PrimeraDivision(España),2020/2021,2 Noviembre 2020 - 20:00,Javier Alberola Rojas - Spain,Estadio de la Cerámica,4-4-2,4-2-3-1,2,0,2,0,5,1,3,4,11,9,3,4,8,6,3,3,13,13,6,3,3,0,60,40,1,3,0,0,1,3,543,330,455,258,84,78,
473439,Elche,Celta de Vigo,PrimeraDivision(España),2020/2021,6 Noviembre 2020 - 20:00,Sin disputar,Sin disputar,Sin disputar,Sin disputar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
